Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
5.0,,132.0,,,None,False,Electricity,True,True,2022-01-26,Gray,Andreas,False,Good,Good,Good,Good,6.0,1.38,,DY4DRD Steel 4DR6 Window,164.95859
,,70.0,Rural,63.0,Excellent,True,Oil,False,True,2021-10-08,Yellow,Sabrina,False,Poor,Good,Good,Poor,30.0,2.51,110.4,Aluminum 2XYELWQ,262.51785
5.0,3.0,131.0,Suburbann,66.0,Good,False,Electricity,False,False,2023-07-04,White,Daniel,False,Poor,Poor,Poor,Good,18.0,3.23,79.2,YV6T Wood SZK7,125.53585
2.0,5.0,135.0,Suburban,,None,False,Electricity,True,False,2020-03-22,Green,Roman,False,Poor,Excellent,Good,Excellent,6.0,2.33,80.4,5XQQX5Y Wood 8LQ,113.45225
2.0,2.0,84.0,Suburban,9.0,None,True,Gas,False,True,2024-01-29,Gray,Theresa,False,Good,Excellent,Good,Poor,6.0,1.65,,Wood X1S8,125.40229
,2.0,103.0,Rural,,Good,True,Oil Heating,True,False,2021-11-16,Yellow,Daniel,False,Good,Good,Poor,Good,18.0,3.67,166.4,GMOWY Aluminum MPK Window,255.58817
,1.0,98.0,Rural,43.0,None,False,Oil,False,True,2020-02-19,White,Theresa,False,Poor,Excellent,Poor,Poor,6.0,2.32,,GD4EAJ Wood UMSEQ,298.814
1.0,,19.0,Urban,57.0,Good,False,Electricity,False,True,2024-01-13,Green,,False,Excellent,Good,Good,Good,18.0,3.31,,Aluminum X2HG8H1 Window,92.02763
1.0,1.0,148.0,Suburbann,67.0,Poor,False,Oil Heating,True,True,2022-06-25,Gray,Lukas,False,Good,Good,Good,Good,13.0,2.18,236.8,CV9 Wood XYI8H6 Window,197.56165
5.0,3.0,138.0,Rural,35.0,Poor,False,Gas,False,True,2023-10-11,,Natalie,False,Excellent,Poor,Good,Excellent,13.0,3.26,139.0,U52M3Z Aluminum LWCEQJH,357.31737
,2.0,136.0,Rural,55.0,Good,False,Gas,True,False,2023-04-24,Gray,Daniel,False,Excellent,Good,Excellent,Excellent,18.0,2.62,,Aluminum YZAQN1,310.68581
1.0,,56.0,Urban,67.0,,False,Electric,True,True,2021-10-16,Yellow,Roman,False,Good,Poor,Good,Excellent,6.0,2.96,33.0,Wood X1CW3,138.71236
2.0,2.0,104.0,Rural,51.0,None,True,Oil Heating,False,True,2023-04-15,Gray,,False,Good,Excellent,Good,Good,6.0,1.98,,6E0X Steel RT0HCT1,438.77479
1.0,,107.0,Rural,59.0,Good,False,Electricity,True,True,2022-04-25,Green,Stefan,False,Good,Poor,Excellent,Good,18.0,3.07,,Wood QNG8J Window,321.40182
2.0,3.0,108.0,Suburban,20.0,None,True,Electricity,False,False,2022-12-28,White,,False,Good,Good,Good,Excellent,6.0,3.23,,Wood OGW Window,106.63107
,,140.0,,26.0,Good,True,Electric,False,True,2021-01-30,Green,Maria,False,Excellent,Good,Excellent,Excellent,18.0,2.77,,J33M Wood G6LJ5AV Window,172.89109
1.0,1.0,-727.0,Rural,27.0,,False,Oil Heating,True,True,2020-10-28,Gray,,False,Poor,Good,Good,Good,6.0,1.37,,M60K Steel V8N,260.3479
1.0,,138.0,Urban,56.0,None,,Oil Heating,False,True,2023-09-05,Gray,Johanna,False,Excellent,Poor,Excellent,Good,6.0,2.25,,Aluminum P1J5P1 Window,256.6199
,1.0,87.0,Rural,,None,False,Gas,False,True,2024-02-24,Green,Denis,False,Poor,Poor,Excellent,Good,6.0,3.4,86.0,2TBTA2M Wood EK2,236.34511
3.0,,112.0,,55.0,Good,False,Electricity,True,True,2024-03-21,Gray,Natalie,False,Excellent,Poor,Good,Poor,18.0,1.39,,Steel FDZYOG,304.12634
1.0,1.0,123.0,,46.0,None,True,Gas,False,True,2021-08-11,Green,Lukas,False,Excellent,Good,Good,Excellent,6.0,3.3,123.0,Aluminum IBA7 Window,181.47853
1.0,3.0,126.0,Rural,51.0,Good,,Oil,False,False,2022-05-23,Gray,Daniel,False,Poor,Good,Poor,Excellent,18.0,2.38,,R7R1LO Aluminum R3AETD,298.99568
,,74.0,Rural,71.0,None,False,Gas,False,True,2022-02-03,Yellow,Laura,False,Excellent,Excellent,Poor,Poor,6.0,2.43,,RUW5N Wood QR2LNU5,232.17781
1.0,2.0,111.0,,65.0,,False,Oil Heating,True,True,2023-02-07,Gray,Roman,False,Excellent,Good,Good,Poor,6.0,2.39,,G96FNV3 Wood MVJJCB9,369.35174
,2.0,90.0,,-64.0,Poor,False,Electric,False,False,2022-03-16,Yellow,Sabrina,False,Good,Good,Excellent,Excellent,13.0,1.84,,Steel 3ZW9N,306.56834
2.0,,138.0,Suburbann,71.0,Excellent,True,Electric,False,True,2020-10-15,Green,Lukas,False,Good,Good,Excellent,Excellent,30.0,2.24,82.8,Steel IRJLZ6,205.56615
1.0,1.0,75.0,,48.0,None,False,Oil Heating,True,True,2021-01-07,Gray,Lukas,False,Good,Excellent,Excellent,Poor,6.0,1.61,121.6,Wood CHJUZL,124.02127
,1.0,24.0,Suburbann,65.0,None,False,Electric,True,True,2020-03-04,Yellow,Sandra,False,Good,Good,Poor,Excellent,6.0,2.12,,Aluminum ZGA Window,34.24193
1.0,1.0,88.0,Urban,9.0,None,True,Gas,False,True,2022-03-15,Green,,False,Good,Good,Excellent,Good,6.0,2.91,,Aluminum SE91D,147.91502
1.0,,48.0,Rural,19.0,,False,Oil Heating,True,True,2020-01-05,Gray,Stefan,False,Excellent,Poor,Good,Excellent,6.0,2.0,,Wood VEP Window,238.47084
,1.0,54.0,,62.0,None,False,Oil Heating,True,False,2024-02-17,White,Johanna,False,Good,Good,Good,Good,6.0,1.9,,Steel 7511O Window,275.49357
,,49.0,Suburban,14.0,None,True,Oil,True,True,2021-05-16,Green,Daniel,False,Poor,Poor,Good,Good,6.0,1.8,81.6,Wood 4FH2J Window,99.21635
,,69.0,Rural,59.0,Good,,Electric,False,False,2020-01-16,Yellow,Sandra,False,Good,Poor,Good,Poor,18.0,2.87,,Wood YCDVQ Window,182.83485
2.0,1.0,60.0,,57.0,None,True,Electricity,True,True,2021-01-23,Yellow,Andreas,False,Good,Excellent,Excellent,Good,6.0,4.57,36.0,OV0SVZR Aluminum JG0X,108.57208
5.0,,143.0,Rural,53.0,Good,False,Electricity,False,False,2024-01-05,Yellow,Theresa,False,Good,Good,Good,Excellent,18.0,3.98,,Aluminum VG3 Window,283.15881
,2.0,84.0,Urban,55.0,,False,Oil Heating,False,True,2023-05-28,White,,False,Good,Excellent,Poor,Good,18.0,3.21,,Wood 281,251.62249
,,48.0,Rural,53.0,Excellent,False,Electricity,False,True,2023-09-26,Gray,Florian,False,Poor,Poor,Good,Excellent,30.0,3.06,,Aluminum IYJG,195.15144
1.0,1.0,28.0,Rural,58.0,Good,False,Gas,False,False,2021-08-06,Green,Stefan,False,Excellent,Good,Good,Excellent,18.0,3.0,27.0,NHA3A5 Steel BA3X8Z,239.249
1.0,,63.0,Urban,43.0,Good,,Electricity,False,True,2021-08-28,Yellow,Sandra,False,Poor,Poor,Good,Good,18.0,3.21,,Aluminum MHG,112.60657
,3.0,111.0,,50.0,None,False,Electric,True,True,2020-11-18,White,Martin,False,Good,Poor,Poor,Poor,6.0,3.32,66.0,Aluminum ZA8OX Window,83.93666
,,96.0,Urban,,Good,,Gas,True,True,2020-08-02,Gray,Laura,False,Good,Poor,Excellent,Good,18.0,1.78,,Steel YBQX Window,273.04537
,,88.0,Urban,,None,False,Gas,False,False,2023-01-01,Green,,False,Good,Excellent,Good,Excellent,6.0,3.43,,YZM85F Steel EEH8 Window,204.64068
2.0,2.0,109.0,Urban,61.0,None,False,Electricity,True,True,2022-12-21,Gray,Laura,False,Good,Excellent,Good,Good,6.0,1.25,65.4,NLHE Steel 671NBC4 Window,261.48013
1.0,2.0,109.0,Suburban,58.0,Good,False,Oil,False,True,2022-11-05,Yellow,Natalie,False,Good,Poor,Good,Good,18.0,4.43,,Steel JYH8UZH,199.2974
5.0,5.0,141.0,Rural,35.0,None,False,Oil,False,True,2021-03-05,Gray,Denis,False,Good,Excellent,Good,Poor,6.0,1.01,,4ZW8 Aluminum W7R2IWW Window,386.099
1.0,1.0,42.0,,55.0,Excellent,True,Gas,False,False,2023-05-18,White,Johanna,False,Good,Good,Good,Poor,30.0,1.8,41.0,NA7I9L Aluminum Z6IBZZ,70.74257
2.0,2.0,122.0,Rural,46.0,Good,False,Oil,True,True,2021-02-25,White,,False,Good,Good,Poor,Poor,18.0,2.52,195.2,F0LKHM Wood L27CK Window,421.08151
3.0,2.0,126.0,Urban,70.0,Good,False,Gas,False,False,2023-11-06,White,Daniel,False,Good,Poor,Excellent,Poor,18.0,2.26,127.0,Aluminum 8HKAWD,185.02238
1.0,,139.0,Urban,33.0,Excellent,False,Gas,False,True,2020-10-31,Green,Stefan,False,Excellent,Good,Good,Excellent,30.0,2.28,140.0,Aluminum ESNEOG,278.17436
1.0,1.0,45.0,Urban,4.0,None,True,Gas,False,False,2024-03-24,Yellow,Stefan,False,Excellent,Poor,Excellent,Poor,6.0,3.2,,Wood AI8,129.26516
1.0,2.0,145.0,Suburbann,38.0,Good,False,Oil Heating,True,True,2020-01-22,,Lukas,False,Poor,Excellent,Good,Good,18.0,2.41,,2AB Steel Q3WNZ Window,229.8035
,,88.0,Urban,64.0,None,False,Electricity,False,False,2021-07-24,Yellow,Martin,False,Good,Poor,Good,Excellent,6.0,2.91,52.8,MLG Wood KJCPH,134.34869
1.0,1.0,53.0,Urban,,None,,Oil,True,True,2023-12-17,Yellow,Sabrina,False,Good,Good,Good,Good,6.0,2.26,83.2,Steel TSMOVV,217.89522
1.0,2.0,82.0,Urban,70.0,Excellent,True,Oil Heating,False,True,2022-04-22,White,Florian,False,Poor,Poor,Poor,Good,30.0,1.34,,Wood 15KHJEV,254.54426
1.0,,30.0,Rural,31.0,Poor,False,Electricity,True,True,2021-03-26,Gray,Denis,False,Excellent,Poor,Good,Good,13.0,2.16,18.0,Steel AQEVG64 Window,269.06631
2.0,1.0,96.0,Urban,45.0,Poor,False,Oil Heating,True,True,2023-08-05,Green,Maria,False,Poor,Good,Good,Poor,13.0,2.01,155.2,Steel TDIBZ5 Window,312.75705
,1.0,57.0,,31.0,Excellent,True,Oil,True,True,2022-01-18,Yellow,Denis,False,Poor,Good,Excellent,Good,30.0,3.7,92.8,Wood 5V1X51 Window,351.51918
3.0,3.0,122.0,,45.0,,False,Oil,False,True,2020-04-23,Gray,Florian,False,Good,Good,Poor,Excellent,13.0,2.51,,Aluminum BLLB26 Window,239.88802
1.0,1.0,132.0,Urban,31.0,None,False,Oil Heating,False,True,2023-04-23,Green,Johanna,False,Good,Good,Good,Good,6.0,2.06,,FVH3FQ8 Steel Y07SN,344.53039
1.0,1.0,17.0,,19.0,Poor,False,Gas,False,True,2021-10-08,White,Martin,False,Poor,Poor,Excellent,Excellent,13.0,2.43,,GQZSOAO Aluminum 71O2Q5,48.62686
2.0,,102.0,Suburban,58.0,Poor,False,Oil Heating,False,True,2023-05-30,Gray,Roman,False,Good,Good,Excellent,Good,13.0,2.87,163.2,Aluminum 5TY,134.72719
1.0,,26.0,Urban,54.0,Good,False,Electric,False,True,2021-04-07,White,Sabrina,False,Excellent,Good,Excellent,Excellent,18.0,1.98,15.6,6M0L5A Wood Y9F2 Window,153.21907
,,23.0,Rural,47.0,Excellent,False,Gas,False,False,2023-07-13,White,Stefan,False,Good,Good,Poor,Excellent,30.0,3.74,,Steel HGAXII8,273.01928
,1.0,35.0,Rural,58.0,Good,False,Electric,False,True,2022-08-02,Gray,Denis,False,Excellent,Poor,Poor,Excellent,18.0,1.65,,Steel XNC6GN Window,279.22659
1.0,1.0,87.0,Rural,,Excellent,False,Electricity,True,True,2022-07-28,White,Sabrina,False,Good,Good,Good,Poor,30.0,1.95,51.6,Aluminum S5THNA,240.66786
1.0,1.0,53.0,,53.0,Good,False,Electricity,True,True,2023-01-12,Gray,Laura,False,Poor,Good,Poor,Excellent,18.0,2.49,30.6,Aluminum 7JGCB6,119.73483
1.0,1.0,98.0,Rural,42.0,Excellent,False,Gas,False,False,2020-06-06,Green,,False,Excellent,Good,Good,Good,30.0,2.66,,T4XSJ5G Aluminum LOMH9,241.31969
,1.0,124.0,Suburbann,68.0,None,False,Electric,False,True,2021-01-18,Gray,Maria,False,Good,Good,Excellent,Poor,6.0,1.4,73.8,Steel AS1,140.86082
,,38.0,Urban,17.0,None,False,Oil Heating,True,True,2024-01-24,White,Lukas,False,Excellent,Good,Good,Good,6.0,3.69,,Aluminum H2VU,119.61962
3.0,3.0,103.0,,66.0,None,False,Oil Heating,True,False,2024-03-04,White,Lukas,False,Good,Excellent,Poor,Excellent,6.0,2.23,,QHOAWZ Aluminum N9J7 Window,265.45853
,,43.0,Rural,36.0,Good,,Gas,False,True,2022-07-24,Green,Sabrina,False,Poor,Excellent,Good,Excellent,18.0,1.69,43.0,XDB44H Aluminum 51V Window,176.45573
,3.0,112.0,Suburban,-69.0,Good,False,Oil,False,True,2021-09-11,White,Daniel,False,Poor,Good,Excellent,Good,18.0,3.14,179.2,Steel LVGVD3C,211.94804
,5.0,142.0,Suburbann,52.0,,True,Gas,False,True,2022-06-18,Gray,,False,Poor,Poor,Good,Excellent,13.0,1.59,,Aluminum 9FMP5,141.36646
,,65.0,Suburbann,,None,True,Gas,False,False,2023-09-19,Yellow,Roman,False,Good,Excellent,Good,Excellent,6.0,4.94,,Steel R3X2W1 Window,113.84749
,,117.0,Urban,33.0,None,True,Gas,False,False,2020-12-27,White,Maria,False,Poor,Poor,Poor,Poor,6.0,2.58,117.0,TX8S Steel VNSRP,205.18032
1.0,,20.0,,69.0,None,True,Gas,True,True,2023-02-02,Gray,Denis,False,Excellent,Poor,Good,Good,6.0,2.61,21.0,36Y Steel UQVLE Window,234.90466
,1.0,44.0,,58.0,None,False,Oil Heating,False,True,2020-08-11,Yellow,Natalie,False,Good,Good,Good,Poor,6.0,2.43,,Wood BMJL8,188.65844
3.0,2.0,122.0,,23.0,None,False,Electric,False,True,2020-02-12,Gray,Sabrina,False,Good,Good,Good,Good,6.0,1.06,,Z4V Wood Z3ZFLM Window,205.66026
1.0,1.0,78.0,Suburban,68.0,Excellent,False,Oil Heating,False,True,2022-01-17,Gray,Denis,False,Good,Good,Good,Excellent,30.0,2.82,,Steel TRAF Window,189.32537
1.0,,57.0,Suburbann,34.0,None,False,Oil Heating,True,False,2021-05-19,White,Roman,False,Good,Good,Excellent,Excellent,6.0,1.55,89.6,9OX6240 Wood L3Q Window,94.79831
1.0,1.0,62.0,Urban,22.0,None,False,Oil Heating,False,True,2023-01-12,Gray,Martin,False,Good,Good,Good,Excellent,6.0,2.79,,Wood LWNL,192.86668
,1.0,68.0,Urban,31.0,None,False,Gas,True,True,2022-09-23,Yellow,Theresa,False,Excellent,Good,Poor,Poor,6.0,1.71,67.0,Steel GXUU Window,228.47969
1.0,3.0,106.0,Rural,36.0,None,True,Oil,False,False,2022-05-04,Yellow,Sandra,False,Poor,Good,Poor,Good,6.0,4.73,,Steel ZC9AA,343.55746
,,149.0,Urban,60.0,,True,Gas,False,True,2020-09-03,White,Stefan,False,Poor,Excellent,Good,Good,6.0,3.51,,JGWGBJ0 Aluminum KKJ620 Window,212.70892
3.0,3.0,105.0,Suburbann,35.0,,False,Oil,True,True,2021-02-24,White,Stefan,False,Good,Poor,Poor,Good,13.0,3.05,166.4,Wood W5C Window,162.44479
1.0,2.0,107.0,Rural,,Good,False,Oil,False,True,2023-11-10,Gray,Roman,False,Excellent,Good,Poor,Excellent,18.0,1.25,171.2,Steel 241 Window,479.65941
2.0,,71.0,Urban,52.0,Excellent,False,Gas,False,True,2021-09-15,White,Martin,False,Good,Good,Good,Good,30.0,2.09,71.0,Aluminum OUR Window,184.34639
4.0,5.0,146.0,Rural,38.0,None,False,Electric,False,True,2023-09-02,Yellow,,False,Good,Good,Poor,Good,6.0,4.18,87.0,Aluminum U6QOP,281.88428
1.0,,46.0,Rural,33.0,Poor,True,Oil Heating,False,False,2024-03-20,Yellow,Johanna,False,Good,Good,Poor,Good,13.0,4.6,,Wood 1JQG6 Window,208.14683
1.0,,53.0,Urban,54.0,Good,True,Gas,True,False,2023-05-09,Green,Roman,False,Good,Poor,Good,Good,18.0,1.61,,I5TCFG Wood KW4,157.96696
,3.0,137.0,Urban,10.0,Good,False,Oil,False,True,2022-06-06,Green,Sabrina,False,Excellent,Good,Poor,Good,18.0,3.39,217.6,Steel NLOQQJY,407.1443
3.0,3.0,108.0,,6.0,None,True,Electric,False,True,2023-05-05,Gray,Natalie,False,Excellent,Good,Excellent,Good,6.0,2.44,65.4,Aluminum B55JUU Window,249.23883
3.0,,136.0,,32.0,Good,False,Oil Heating,True,True,2021-01-04,Gray,Sabrina,False,Good,Poor,Excellent,Poor,18.0,2.45,,2IT Steel 85T4 Window,398.00244
1.0,1.0,46.0,Urban,61.0,Good,True,Gas,True,True,2021-02-24,Gray,Sabrina,False,Excellent,Good,Poor,Excellent,18.0,1.83,45.0,TKTEA5 Aluminum F8LS,127.21809
,1.0,50.0,Urban,53.0,Poor,False,Gas,False,True,2021-11-07,White,,False,Good,Good,Good,Good,13.0,2.41,50.0,GNYMKN Wood 0LZ Window,155.81411
3.0,1.0,127.0,,50.0,None,False,Oil,True,True,2022-07-03,Green,Johanna,False,Good,Good,Excellent,Good,6.0,2.24,,Aluminum LQQWQFG Window,345.07634
2.0,,97.0,Suburbann,45.0,,True,Electric,False,True,2020-05-27,Yellow,Maria,False,Excellent,Poor,Excellent,Good,30.0,4.3,,Aluminum IKD,112.87251
,,107.0,Suburban,8.0,Poor,False,Electricity,True,False,2024-03-17,Green,Denis,False,Excellent,Good,Excellent,Excellent,13.0,3.38,64.2,Aluminum EZORX Window,103.70569
,2.0,123.0,Urban,43.0,None,True,Oil Heating,False,True,2023-06-08,Yellow,Denis,False,Good,Good,Excellent,Excellent,6.0,4.32,,Wood CS3ZL,299.83383
,3.0,106.0,Suburbann,13.0,None,False,Oil Heating,True,False,2022-03-31,Green,Maria,False,Excellent,Good,Poor,Poor,6.0,3.38,5833.0,VTUCU Wood E4C Window,138.80494
,2.0,106.0,,67.0,None,False,Oil Heating,False,True,2023-02-06,Gray,Denis,False,Excellent,Poor,Good,Excellent,6.0,2.61,169.6,F9ZSML Steel 2CS Window,438.30218
,2.0,69.0,,49.0,None,True,Oil,False,False,2023-07-26,Gray,Sabrina,False,Good,Good,Good,Excellent,6.0,2.74,112.0,Steel 8MGSEAA,305.19865
1.0,3.0,128.0,,49.0,Good,True,Oil Heating,False,True,2020-09-20,Gray,Andreas,False,Poor,Good,Good,Good,18.0,1.48,203.2,2CFWPC Aluminum DU36CO Window,248.73593
1.0,,38.0,Rural,57.0,Good,False,Oil Heating,True,False,2021-02-28,Yellow,Johanna,False,Good,Excellent,Good,Good,18.0,2.54,59.2,Steel RENEWPH,270.83225
1.0,2.0,74.0,,57.0,None,False,Gas,False,True,2023-05-20,Yellow,Sabrina,False,Good,Excellent,Excellent,Excellent,6.0,4.91,,CN3O Steel XIWFVBL,243.21791
1.0,1.0,24.0,Rural,56.0,None,False,Oil,True,True,2021-06-30,White,Laura,False,Poor,Good,Good,Good,6.0,1.75,38.4,4XCP Aluminum 2NMGXV,98.25825
,3.0,109.0,,57.0,None,False,Oil,False,True,2020-12-29,Green,,False,Poor,Good,Good,Excellent,6.0,3.16,,Aluminum CYD Window,198.86066
2.0,2.0,95.0,Suburbann,37.0,None,True,Gas,False,True,2024-01-09,Green,Sandra,False,Poor,Poor,Good,Excellent,6.0,1.62,95.0,Steel BTB9K Window,156.45879
,2.0,122.0,Urban,23.0,None,True,Gas,False,True,2022-08-28,White,Florian,False,Poor,Good,Excellent,Good,6.0,2.19,121.0,Steel K9M8GVG,287.8237
1.0,1.0,78.0,Urban,56.0,None,False,Gas,False,False,2020-02-23,,Lukas,False,Excellent,Poor,Poor,Good,6.0,1.51,78.0,7FA Aluminum 0MO2EPH,89.2513
1.0,,23.0,Suburban,,,False,Oil,False,False,2021-03-16,White,Stefan,False,Excellent,Poor,Good,Good,13.0,3.04,36.8,MXA5WP Wood G06RSY Window,61.92446
,2.0,83.0,Suburbann,70.0,Good,False,Gas,False,True,2020-08-17,Green,Stefan,False,Poor,Poor,Poor,Good,18.0,2.66,,Wood CDX,110.94256
1.0,1.0,21.0,Suburbann,45.0,None,False,Gas,True,True,2024-02-10,Gray,Stefan,False,Excellent,Good,Good,Poor,6.0,2.65,,MQAU Wood TSL Window,74.33539
2.0,,127.0,Suburban,60.0,Poor,False,Electric,True,False,2022-01-19,Gray,Natalie,False,Good,Excellent,Good,Excellent,13.0,2.89,76.8,2G6I Steel WZQHG0N Window,148.41582
1.0,3.0,140.0,,43.0,None,False,Gas,True,True,2020-04-09,White,,False,Poor,Excellent,Good,Good,6.0,2.46,140.0,MUUE40 Aluminum 867C,204.15507
2.0,,99.0,,58.0,Excellent,False,Electricity,True,True,2024-03-12,Yellow,,False,Excellent,Good,Excellent,Poor,30.0,4.89,,Wood ZKI Window,387.25592
,1.0,120.0,Urban,38.0,None,False,Gas,False,True,2020-09-08,White,Lukas,False,Good,Good,Poor,Poor,6.0,3.3,120.0,Q8H7O Steel MTO0 Window,262.25759
1.0,2.0,64.0,Rural,53.0,None,False,Electricity,False,False,2022-07-21,Green,Daniel,False,Excellent,Good,Poor,Poor,6.0,3.12,38.4,KHR8L Steel YSY,224.47509
,2.0,116.0,,,None,,Electric,False,False,2020-11-10,Yellow,Andreas,False,Good,Excellent,Good,Poor,6.0,1.36,,N6TZ Wood OLI3BE,215.52602
,,136.0,Urban,65.0,None,False,Oil,True,True,2022-06-06,White,Maria,False,Good,Good,Good,Excellent,6.0,3.62,,Aluminum 2RAHAZG,5041.2354
1.0,1.0,75.0,Rural,,Good,True,Oil Heating,False,False,2022-07-25,Yellow,Theresa,False,Excellent,Poor,Poor,Poor,18.0,3.65,120.0,Aluminum DNBF Window,184.88418
2.0,1.0,96.0,Suburban,35.0,Good,True,Oil Heating,True,True,2022-10-02,Yellow,Martin,False,Excellent,Good,Good,Excellent,18.0,2.04,152.0,Steel SWO37CZ,207.61833
2.0,2.0,117.0,Suburbann,35.0,None,False,Oil Heating,True,True,2022-10-02,Yellow,Sabrina,False,Excellent,Poor,Excellent,Excellent,6.0,3.54,,9PDV Wood 3XC,176.95716
,2.0,66.0,,48.0,Poor,False,Oil Heating,False,True,2020-08-08,Gray,Natalie,False,Good,Excellent,Good,Excellent,13.0,2.44,8292.0,F13FT8 Steel ZVA2Z,362.60975
1.0,,73.0,Rural,61.0,None,False,Electricity,False,True,2022-09-18,Yellow,Florian,False,Poor,Poor,Good,Poor,6.0,3.94,45.0,Aluminum YFJOK Window,119.37698
1.0,3.0,124.0,Rural,45.0,,False,Gas,False,True,2020-03-08,White,Stefan,False,Good,Good,Excellent,Good,6.0,2.87,,7W0H Steel 15RZT Window,388.23637
1.0,1.0,50.0,Suburbann,69.0,Good,False,Gas,True,True,2022-06-25,White,Sandra,False,Excellent,Excellent,Poor,Good,18.0,2.56,50.0,Steel 2TW,143.14671
1.0,,46.0,Suburbann,39.0,None,True,Electricity,True,True,2020-09-13,White,Johanna,False,Good,Good,Excellent,Good,6.0,3.02,27.6,429U Aluminum 82Q5 Window,54.14585
1.0,1.0,66.0,Suburban,,Poor,False,Electric,False,True,2022-03-07,Gray,Martin,False,Excellent,Poor,Good,Excellent,13.0,1.63,39.6,VO6O Steel 1P0VN6,126.37749
,1.0,74.0,Urban,69.0,None,False,Electric,True,False,2023-02-14,Yellow,Sabrina,False,Good,Good,Excellent,Good,6.0,2.65,,7M9BR Steel 4W06Q41 Window,182.69432
2.0,2.0,60.0,Rural,28.0,None,False,Electric,True,False,2021-04-22,Yellow,Johanna,False,Good,Excellent,Good,Good,6.0,1.3,,BHXS Wood NUFD0Z,195.30491
2.0,1.0,74.0,Rural,61.0,,False,Oil Heating,False,False,2023-12-04,Gray,Martin,False,Excellent,Poor,Good,Poor,18.0,1.19,,Wood AJ2B02 Window,270.64079
,,44.0,Rural,47.0,Good,False,Oil,False,True,2022-12-25,Yellow,Sabrina,False,Poor,Excellent,Excellent,Excellent,18.0,4.7,73.6,L7JS Steel 7BGX4JW,356.032
1.0,3.0,114.0,,71.0,None,False,Gas,False,True,2022-07-15,Yellow,Lukas,False,Poor,Excellent,Poor,Poor,6.0,4.02,111.0,Steel BB5D6P Window,152.99477
1.0,3.0,117.0,Suburban,40.0,,False,Oil,False,True,2020-11-25,White,Stefan,False,Excellent,Poor,Excellent,Good,6.0,3.14,,T0701MV Wood 3PTP84,159.37873
,1.0,57.0,Urban,56.0,None,True,Oil Heating,False,False,2020-09-03,Yellow,Martin,False,Excellent,Poor,Excellent,Excellent,6.0,4.25,,Aluminum OQ4H Window,100.78649
2.0,1.0,65.0,Rural,62.0,Good,False,Oil Heating,False,True,2020-12-31,Green,,False,Good,Good,Excellent,Excellent,18.0,3.31,,Aluminum CW98VO,235.793
2.0,2.0,66.0,Suburbann,0.0,Excellent,False,Gas,True,True,2022-10-15,Yellow,Roman,False,Good,Good,Poor,Good,30.0,4.63,,Steel ISBCS1,184.94654
,,100.0,Rural,13.0,None,True,Electricity,True,True,2021-12-23,Yellow,Laura,False,Good,Excellent,Good,Good,6.0,1.2,60.6,Steel W9DSP1,379.59629
,1.0,76.0,,53.0,None,False,Gas,False,True,2023-10-30,Green,Sabrina,False,Poor,Poor,Good,Good,6.0,2.04,75.0,UJVH Steel 4IW,6050.5916
,1.0,37.0,Rural,46.0,None,True,Electric,False,False,2020-03-23,White,Roman,False,Excellent,Good,Poor,Poor,6.0,2.96,,Steel POXGL9 Window,180.89956
,,139.0,Urban,68.0,None,False,Oil Heating,False,True,2023-04-19,White,Lukas,False,Poor,Poor,Poor,Good,6.0,3.61,220.8,Wood F40MGWB,304.82575
,2.0,96.0,Urban,55.0,,False,Oil Heating,False,False,2023-08-17,White,Roman,False,Excellent,Good,Good,Good,18.0,1.53,,UPLL Aluminum QYNJ Window,192.62001
,2.0,82.0,Suburban,25.0,,True,Gas,False,True,2022-01-06,White,Natalie,False,Poor,Excellent,Excellent,Good,6.0,2.14,82.0,JVS9BQ Aluminum YEG3D Window,85.17434
2.0,2.0,67.0,Suburbann,57.0,,False,Gas,True,False,2020-04-24,Gray,Denis,False,Good,Poor,Excellent,Excellent,6.0,2.66,,Steel BJ47,112.07211
1.0,2.0,89.0,,37.0,None,False,Oil,False,False,2024-01-25,Yellow,,False,Good,Excellent,Poor,Excellent,6.0,4.52,142.4,CAE Wood GWMP43,280.15361
1.0,1.0,61.0,,44.0,None,False,Electricity,True,True,2022-02-06,Yellow,Maria,False,Excellent,Good,Good,Good,6.0,1.88,36.0,SZD4RD1 Steel AGKT,289.75282
,,72.0,Suburbann,41.0,Poor,False,Oil,False,True,2023-07-23,Green,Stefan,False,Good,Good,Excellent,Poor,13.0,2.79,113.6,5KO Wood UHVBL74 Window,135.53767
2.0,2.0,86.0,,57.0,Poor,False,Gas,True,True,2022-01-11,Green,Theresa,False,Excellent,Good,Poor,Good,13.0,2.14,,Wood XHBP Window,129.49421
1.0,,53.0,,22.0,None,False,Gas,True,True,2020-02-06,Green,Theresa,False,Good,Excellent,Poor,Good,6.0,1.78,52.0,Wood VLB2UJA,214.66588
